a superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find . 	negative
is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys 	positive
-- like a rather unbelievable love interest and a meandering ending -- 	negative
warped 	negative
launch 	positive
as if a bored cage spent the duration of the film 's shooting schedule waiting to scream : `` got aids yet 	negative
one that was hard for me to warm up to 	negative
brought down by lousy direction . 	negative
an even less capable trio of criminals 	negative
be greek to anyone not predisposed to the movie 's rude and crude humor 	negative
for the last 15 minutes 	negative
a superfluous sequel ... 	negative
too convoluted 	negative
with few respites , marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it . 	positive
the pictures do the punching 	positive
terrific casting and solid execution 	positive
thrillers actually thrilled 	positive
is the sense that peace is possible 	positive
valley of the dolls 	positive
how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not . 	positive
worm its way into your heart 	positive
spellbinding serpent 's 	positive
becomes more and more frustrating as the film goes on 	negative
funniest motion 	positive
fondly remembered as roman coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about 	negative
the stale plot and pornographic way 	negative
handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly 	negative
is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff . 	positive
ebullient 	positive
takes care with the characters , who are so believable that you feel what they feel . 	positive
its visual appeal 	positive
once a good idea that was followed by the bad idea to turn it into a movie 	negative
windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length . 	negative
wholly believable and heart-wrenching 	positive
frightfest 	positive
look at female friendship , spiked with raw urban humor 	positive
there are many definitions of ` time waster ' 	negative
the dullest tangents 	negative
switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s 	negative
empty head 	negative
star power , a pop-induced score 	positive
smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - broadway play 	positive
forget about it 	negative
feel like a chump 	negative
focus on the hero 's odyssey from cowering poverty to courage and happiness 	positive
wo n't enjoy the movie at all 	negative
same option to slap her creators because they 're clueless and inept 	negative
takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms . 	positive
effort to disguise it as an unimaginative screenwriter 's invention 	negative
great rewards 	positive
should you buy the movie milk when the tv cow is free 	negative
is a mess . 	negative
too clichéd and 	negative
being able to tear their eyes away from the screen 	positive
terrifying message 	negative
telling the story , which is paper-thin and decidedly unoriginal 	negative
compromising that complexity 	negative
one experiences mr. haneke 's own sadistic tendencies toward his audience 	negative
suffers from the awkwardness that results from adhering to the messiness of true stories 	negative
has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed 	negative
with brooms and what is kind of special 	positive
is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks . 	positive
tight and truthful 	positive
appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about 	positive
lots of cool stuff packed into espn 's ultimate x. 	positive
seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business . 	positive
with all the mounting tension of an expert thriller 	positive
formulaic and forgettable 	negative
you have some idea of the glum , numb experience of watching o fantasma 	negative
effectively combines two surefire , beloved genres 	positive
with muscles and a lot more smarts , but just as endearing and easy to watch 	positive
candid , 	positive
you may be galled that you 've wasted nearly two hours of your own precious life with this silly little puddle of a movie . 	negative
hard-core slasher aficionados will find things to like 	positive
more sophisticated and 	positive
this turd squashed 	negative
show-stoppingly hilarious , 	positive
director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . 	negative
is still worth hearing 	positive
right conditions 	positive
's film ' in the worst sense of the expression . 	negative
godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... 	negative
than a leaky freighter 	negative
dying fall 	negative
ignore the film 	negative
you can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise . 	negative
the stunt work is top-notch ; the dialogue and drama often food-spittingly funny 	positive
that brown played in american culture as an athlete , a movie star , and an image of black indomitability 	positive
an insult 	negative
gentle , lapping 	positive
rise above the level of an after-school tv special 	negative
muttering words like `` horrible '' and `` terrible 	negative
feel like time fillers between surf shots 	negative
presume 	positive
you 've got to admire ... the intensity with which he 's willing to express his convictions 	positive
the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier 's oft-brilliant safe conduct ( `` laissez-passer '' ) wears its heart on its sleeve . 	positive
found the movie as divided against itself as the dysfunctional family it portrays . 	negative
shamelessly manipulative and contrived 	negative
lazy tearjerker that gives movies about ordinary folk a bad name 	negative
much like a young robert deniro 	positive
altogether creepy 	negative
jonah 's despair -- in all its agonizing , catch-22 glory -- 	positive
has any sting to it 	positive
see over and over 	positive
, you might have fun in this cinematic sandbox 	positive
thriller junk . 	negative
seeing this trite , predictable rehash 	negative
surprisingly funny 	positive
mr. polanski creates images even more haunting than those in mr. spielberg 's 1993 classic . 	positive
jump-in-your-seat moment 	positive
, this is the kind of movie that deserves a chance to shine . 	positive
the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers . 	positive
it 's a long way from orwell 's dark , intelligent warning cry ( 1984 ) to the empty stud knockabout of equilibrium , and what once was conviction is now affectation 	positive
it rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide . 	positive
chamber of secrets 	positive
film that suffers because of its many excesses . 	negative
sublime 	positive
how 	positive
a rustic retreat and pee against a tree 	negative
the working out of the plot almost arbitrary 	negative
it also will win you over , in a big way 	positive
seem tiresomely simpleminded 	negative
director peter kosminsky gives these women a forum to demonstrate their acting ` chops ' and 	positive
prime mystery 	positive
it will do so in a way that does n't make you feel like a sucker 	positive
about intelligent high school 	positive
an achievement 	positive
were the people who paid to see it . 	negative
an engaging storyline , 	positive
almost enough chuckles for a three-minute sketch , and 	negative
too much exploitation and too little art 	negative
one film 	positive
bogdanovich ties it together with efficiency and an affection for the period 	positive
a delightfully dour 	positive
it trusts the story it sets out to tell . 	positive
of the way it allows the mind to enter and accept another world 	positive
been a good film in `` trouble every day 	positive
ron howard 's apollo 13 in the imax format 	positive
... could easily be called the best korean film of 2002 . 	positive
works its magic 	positive
the war of the roses , ' 	positive
cinematic disaster 	negative
a compelling allegory about the last days of germany 's democratic weimar republic . 	positive
this dvd 	positive
of motherhood deferred and desire 	positive
spoofs and celebrates 	positive
it 's trying to set the women 's liberation movement back 20 years 	negative
broad streaks of common sense emerge with unimpeachable clarity . 	positive
theories 	positive
it 's won 	positive
a retooling of fahrenheit 451 , and 	negative
in a sincere performance 	positive
there 's a scientific law to be discerned here that producers would be well to heed 	negative
celebrated 	positive
the cruelty and suffering he has found with an devastating , eloquent clarity 	positive
becomes an overwhelming pleasure 	positive
to be even worse than its title 	negative
grossly contradictory 	negative
the premise of `` abandon '' holds promise , ... but 	positive
might inspire a trip to the video store -- in search of a better movie experience . 	negative
it still feels like a prison stretch . 	negative
are many tense scenes in trapped 	positive
this movie directionless 	negative
the film is less the cheap thriller you 'd expect than it is a fairly revealing study of its two main characters -- damaged-goods people whose orbits will inevitably and dangerously collide . 	positive
the art direction is often exquisite , 	positive
a beautiful film , full of elaborate and twisted characters 	positive
might deliver again and again 	positive
scores a direct hit 	positive
a humorless journey into a philosophical void . 	negative
a foundering performance 	negative
take the warning literally , and log on to something more user-friendly 	negative
fine documentary 	positive
once playful and haunting , 	positive
way fears and slights 	negative
delightful in the central role 	positive
the film 's final hour 	positive
a chilly , remote , emotionally distant piece 	negative
waited three years with breathless anticipation for a new hal hartley movie to pore over 	positive
does n't 	negative
dumb drug jokes and predictable slapstick 	negative
thoughtful , subjective filmmaking 	positive
that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness 	negative
symbolic examination 	positive
be viewed and treasured for its extraordinary intelligence and originality 	positive
translation : ` we do n't need to try very hard . 	negative
into rambling incoherence 	negative
icky 	negative
occasional slowness 	negative
it 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy 	negative
nelson 's intentions are good 	positive
a compelling allegory about the last days of germany 's democratic weimar republic 	positive
it 's black hawk down with more heart . 	positive
a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc . 	negative
otherwise bleak 	negative
, then blood work is for you . 	positive
knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . 	negative
the general 's 	positive
is not that it 's offensive , but that it 's boring 	negative
plot and pornographic way 	negative
beautiful , cold , oddly colorful and just plain otherworldly , a freaky bit of art that 's there to scare while we delight in the images 	positive
a kitchen sink 	negative
then they works spectacularly well ... a shiver-inducing , nerve-rattling ride . 	positive
excruciating end 	negative
make it the darling of many a kids-and-family-oriented cable channel 	positive
is born to play shaggy ! 	positive
subtle ironies and visual devices 	positive
be the first major studio production shot on video tape instead of film 	positive
potentially interesting 	positive
is a sort of geriatric dirty harry , which will please eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man 	positive
family fare . 	positive
the curse of blandness 	negative
is ) a fascinating character , 	positive
director claude chabrol 	positive
finds warmth in the coldest environment 	positive
flailing around 	negative
this orange has some juice , 	positive
historically significant , and personal , 	positive
with exquisite craftsmanship ... olivier assayas has fashioned an absorbing look at provincial bourgeois french society . 	positive
's equally distasteful 	negative
is incompetent , incoherent or just plain crap 	negative
it makes you feel like a chump 	negative
there 's an admirable rigor to jimmy 's relentless anger , and to the script 's refusal of a happy ending , but as those monologues stretch on and on , you realize there 's no place for this story to go but down . 	negative
a dull , dumb and derivative horror 	negative
's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd 	negative
becomes too heavy for the plot . 	negative
loud , violent and mindless 	negative
the film certainly does n't disappoint . 	positive
here 's a sadistic bike flick that would have made vittorio de sica proud . 	positive
craziness 	negative
noble teacher 	positive
graham greene 's novel 	positive
a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 's understanding of the expressive power of the camera . 	positive
, howard 's film is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another . 	negative
will find morrison 's iconoclastic uses of technology to be liberating . 	positive
with spikes of sly humor 	positive
ungainly movie 	negative
human nature is a goofball movie , in the way that malkovich was , but it tries too hard . 	positive
regret and , ultimately , 	negative
elegance and 	positive
a difficult time 	negative
buoyant delivery 	positive
most inventive directors 	positive
its luckiest viewers 	positive
visually striking and slickly staged 	positive
fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent . 	positive
unsettled 	negative
is one of the biggest disappointments of the year . 	negative
recommend snow dogs 	positive
you would n't want to live waydowntown , 	negative
a brutal and funny 	positive
in all its director 's cut glory 	positive
, may not touch the planet 's skin , but understands the workings of its spirit . 	positive
captured the chaos of an urban conflagration with such fury 	positive
an appalling ` ace ventura ' rip-off that somehow manages to bring together kevin pollak , former wrestler chyna and dolly parton . 	negative
into an abyss of clichés , depression and bad alternative music 	negative
farts , urine , feces , 	negative
a big time stinker 	negative
artful , watery tones 	positive
that 's better than its predecessor 	positive
bad luck and their own immaturity 	negative
's supposed to be post-feminist breezy but 	negative
some jazzy new revisionist theories about the origins of nazi politics and aesthetics 	positive
richly entertaining and suggestive of any number of metaphorical readings 	positive
, retrospectively , his most personal work yet . 	positive
just because it seems obligatory 	negative
improves on it , 	positive
bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love . 	positive
it 's hard to understand why anyone in his right mind would even think to make the attraction a movie . 	negative
this woefully hackneyed movie 	negative
murphy do the genial-rogue shtick to death , but because the plot is equally hackneyed 	negative
pretentious types 	negative
to the power of women to heal 	positive
an original idea 	positive
is banal in its message and the choice of material 	negative
all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights 	positive
a whole lot of nada 	negative
the bodily function jokes are about what you 'd expect , 	negative
hooked on the delicious pulpiness of its lurid fiction . 	positive
collateral damage is trash , 	negative
a miraculous movie 	positive
very dark and very funny 	positive
prostituted muse 	negative
is a sweet treasure and something well worth your time . 	positive
he makes sure the salton sea works the way a good noir should , keeping it tight and nasty 	positive
was chuckling at all the wrong times 	negative
it 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart . 	positive
seeming at once both refreshingly different and reassuringly familiar 	positive
's a funny little movie with clever dialogue and likeable characters 	positive
formulaic 	negative
an eloquent , deeply felt meditation on the nature of compassion 	positive
lame screenplay 	negative
running time , you 'll wait in vain for a movie to happen . 	negative
bad way 	negative
seems worse for the effort . 	negative
of a young woman who knows how to hold the screen 	positive
overflows 	positive
austerity and forcefulness 	positive
sensational denouements 	positive
studiously inoffensive 	negative
a gem of a movie . 	positive
far more successful , if considerably less ambitious , than last year 's kubrick-meets-spielberg exercise . 	positive
that made me want to bolt the theater in the first 10 minutes 	negative
say mean things and shoot a lot of bullets 	negative
may shape hawke 's artistic aspirations 	positive
would have a résumé loaded with credits like `` girl in bar # 3 . 	negative
it seems so real because it does not attempt to filter out the complexity 	positive
one long 	negative
honest and loving 	positive
ice age wo n't drop your jaw , but 	positive
( a ) mess 	negative
to enjoy yourselves without feeling conned 	positive
the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders 	positive
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise . 	negative
this is a remarkably accessible and haunting film . 	positive
this charming but slight tale 	positive
, and peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth 	negative
involved . 	positive
inane 	negative
teddy bears ' picnic ranks among the most pitiful directing 	negative
that the jury who bestowed star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival were honoring an attempt to do something different over actually pulling it off 	negative
faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers 	positive
a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story 	positive
highly predictable 	negative
a shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and rocawear clothing . 	negative
the community 	positive
he wants you to feel something 	positive
better than its predecessor 	positive
piccoli 's performance is amazing , yes , but the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent . 	negative
a complete waste of time . 	negative
is very believable 	positive
shoot themselves 	negative
mutates into a gross-out monster movie with effects that are more silly than scary 	negative
sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests 	positive
friday after next is a lot more bluster than bite . 	negative
the self-destructiveness 	negative
lightweight but appealing . 	positive
its courage , 	positive
feeling like you 've completely lowered your entertainment standards 	negative
makes it interesting as a character study is the fact that the story is told from paul 's perspective 	positive
mr. wollter and ms. seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear 	positive
ambiguous enough to be engaging 	positive
it holds itself 	positive
with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers 	positive
mr. wollter and ms. seldhal give strong and convincing performances , but 	positive
pulpy core conceit 	negative
has never been smoother or more confident 	positive
is at once intimate and universal cinema . 	positive
an unflinching , complex portrait of a modern israel that is rarely seen on-screen . 	positive
the charm of kevin kline and a story that puts old-fashioned values under the microscope 	positive
brilliant and 	positive
he watches them as they float within the seas of their personalities . 	positive
cling to the edge of your seat , tense with suspense 	positive
lack of thematic resonance 	negative
's a sharp movie about otherwise dull subjects . 	positive
her agreeably startling use of close-ups and her grace with a moving camera 	positive
halle berry does her best to keep up with him 	positive
lots of boring talking heads , etc. -- 	negative
of profound characterizations 	positive
the thrills pop up frequently 	positive
drags the film 	negative
manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity . 	positive
the numerous scenes of gory mayhem 	negative
of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form 	negative
arrogant 	negative
for self-deprecating comedy 	positive
overlong and not well-acted 	negative
cheapo animation 	negative
i laughed at 	positive
whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned 	negative
perform entertaining tricks 	positive
the harsh reality of my situation 	negative
a guilty pleasure 	positive
small but rewarding comedy 	positive
the wonderfully lush morvern callar is pure punk existentialism , and ms. ramsay and her co-writer , liana dognini , have dramatized the alan warner novel , which itself felt like an answer to irvine welsh 's book trainspotting 	positive
closer than many movies 	positive
a party political broadcast 	negative
dumb high school comedy 	negative
an acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it 's unlikely to inspire anything more than a visit to mcdonald 's , let alone some savvy street activism . 	negative
deep intelligence and a warm , enveloping affection 	positive
bluster and 	negative
a tapestry woven of romance , dancing , singing , and unforgettable characters 	positive
but dull and ankle-deep ` epic 	negative
of the elements that will grab you 	positive
exceptionally 	positive
engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing 	positive
bless crudup 	positive
it 's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor . 	positive
the limitations of his skill and 	negative
wazoo and sets 	negative
the final day of the season 	positive
something rare and riveting 	positive
as a noble teacher who embraces a strict moral code 	positive
a class with that of wilde 	positive
i have a confession to make : i did n't particularly like e.t. the first time i saw it as a young boy 	negative
's good 	positive
of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title 	negative
cutting-edge 	positive
a cast of competent performers from movies , television and the theater are cast adrift in various new york city locations with no unifying rhythm or visual style . 	negative
's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting . 	negative
like a bad idea from frame one 	negative
highly professional film 	positive
be an attempt at hardass american 	negative
rank as one of the cleverest , most deceptively amusing comedies of the year . 	positive
such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us `` the skulls '' and last year 's `` rollerball . '' 	positive
manages to bring something new into the mix 	positive
by volletta wallace 's maternal fury , her fearlessness 	positive
the ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations 	positive
has a tougher time balancing its violence with kafka-inspired philosophy 	negative
could n't someone take rob schneider and have him switch bodies with a funny person 	negative
a sense of wonder 	positive
of the rotting underbelly of middle america 	negative
its uncanny tale 	positive
nonsensical and 	negative
her grace 	positive
inconsequential move 	negative
will enjoy it 	positive
snapping it might have held my attention , but as it stands i 	negative
nothing distinguishing 	negative
the finest 	positive
error 	negative
my ribcage 	positive
, the hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right . 	positive
for casual moviegoers who stumble into rules expecting a slice of american pie hijinks starring the kid from dawson 's creek , they 'll probably run out screaming . 	negative
this dreary mess 	negative
subjective 	negative
lags badly 	negative
adding the rich details 	positive
breaks no new ground and 	negative
these characters become wearisome . 	negative
